There is a filter on id3 to remove blanks. Drop them if you read them into a dataframe. Then the index will match the original df dataframe,,,,,,,,,,,,
href,ns1:meta,id,ns1:trees,language,direction,ns1:sentence,id2,id3,ns1:form,ns1:lemma,ns1:tag,ns1:no_space_after
tmt_schema.xml,,s1,,ta,S,cennai arukE sri perumpuTUril kirIn pIltu ( wavIna ) vimAna wilaiyaTTukkukk Ana wilam yArukkum pATippu illATa vakaiyil etukkap patum enRu muTalvar karuNAwiTi uRuTiyaLiTT uLLAr .,,,,,,
tmt_schema.xml,,s1,,ta,S,cennai arukE sri perumpuTUril kirIn pIltu ( wavIna ) vimAna wilaiyaTTukkukk Ana wilam yArukkum pATippu illATa vakaiyil etukkap patum enRu muTalvar karuNAwiTi uRuTiyaLiTT uLLAr .,,,,,,
tmt_schema.xml,,s1,,ta,S,cennai arukE sri perumpuTUril kirIn pIltu ( wavIna ) vimAna wilaiyaTTukkukk Ana wilam yArukkum pATippu illATa vakaiyil etukkap patum enRu muTalvar karuNAwiTi uRuTiyaLiTT uLLAr .,,,,,,
tmt_schema.xml,,s1,,ta,S,cennai arukE sri perumpuTUril kirIn pIltu ( wavIna ) vimAna wilaiyaTTukkukk Ana wilam yArukkum pATippu illATa vakaiyil etukkap patum enRu muTalvar karuNAwiTi uRuTiyaLiTT uLLAr .,,,,,,
tmt_schema.xml,,s1,,ta,S,cennai arukE sri perumpuTUril kirIn pIltu ( wavIna ) vimAna wilaiyaTTukkukk Ana wilam yArukkum pATippu illATa vakaiyil etukkap patum enRu muTalvar karuNAwiTi uRuTiyaLiTT uLLAr .,,,,,,
tmt_schema.xml,,s1,,ta,S,cennai arukE sri perumpuTUril kirIn pIltu ( wavIna ) vimAna wilaiyaTTukkukk Ana wilam yArukkum pATippu illATa vakaiyil etukkap patum enRu muTalvar karuNAwiTi uRuTiyaLiTT uLLAr .,,,,,,
tmt_schema.xml,,s1,,ta,S,cennai arukE sri perumpuTUril kirIn pIltu ( wavIna ) vimAna wilaiyaTTukkukk Ana wilam yArukkum pATippu illATa vakaiyil etukkap patum enRu muTalvar karuNAwiTi uRuTiyaLiTT uLLAr .,,,,,,
tmt_schema.xml,,s1,,ta,S,cennai arukE sri perumpuTUril kirIn pIltu ( wavIna ) vimAna wilaiyaTTukkukk Ana wilam yArukkum pATippu illATa vakaiyil etukkap patum enRu muTalvar karuNAwiTi uRuTiyaLiTT uLLAr .,,,,,,
tmt_schema.xml,,s1,,ta,S,cennai arukE sri perumpuTUril kirIn pIltu ( wavIna ) vimAna wilaiyaTTukkukk Ana wilam yArukkum pATippu illATa vakaiyil etukkap patum enRu muTalvar karuNAwiTi uRuTiyaLiTT uLLAr .,,,,,,
tmt_schema.xml,,s1,,ta,S,cennai arukE sri perumpuTUril kirIn pIltu ( wavIna ) vimAna wilaiyaTTukkukk Ana wilam yArukkum pATippu illATa vakaiyil etukkap patum enRu muTalvar karuNAwiTi uRuTiyaLiTT uLLAr .,,,,,,
tmt_schema.xml,,s1,,ta,S,cennai arukE sri perumpuTUril kirIn pIltu ( wavIna ) vimAna wilaiyaTTukkukk Ana wilam yArukkum pATippu illATa vakaiyil etukkap patum enRu muTalvar karuNAwiTi uRuTiyaLiTT uLLAr .,,,,,,
tmt_schema.xml,,s2,,ta,S,"iTu TotarpAka , avar puTankizamai veLiyitta aRikkai : .",StaM-s2,StaM-s2-w1,iTu,iTu,RpN-3SN--,0
tmt_schema.xml,,s2,,ta,S,"iTu TotarpAka , avar puTankizamai veLiyitta aRikkai : .",StaM-s2,StaM-s2-w2,TotarpAka,Totarpu,AA-------,0
tmt_schema.xml,,s2,,ta,S,"iTu TotarpAka , avar puTankizamai veLiyitta aRikkai : .",StaM-s2,StaM-s2-w3,",",",",Z:-------,0
tmt_schema.xml,,s2,,ta,S,"iTu TotarpAka , avar puTankizamai veLiyitta aRikkai : .",StaM-s2,StaM-s2-w4,avar,avar,RpN-3SH--,0
tmt_schema.xml,,s2,,ta,S,"iTu TotarpAka , avar puTankizamai veLiyitta aRikkai : .",StaM-s2,StaM-s2-w5,puTankizamai,puTankizamai,NNN-3SN--,0
tmt_schema.xml,,s2,,ta,S,"iTu TotarpAka , avar puTankizamai veLiyitta aRikkai : .",StaM-s2,StaM-s2-w6,veLiyitta,veLiyitu,Jd-D----A,0
tmt_schema.xml,,s2,,ta,S,"iTu TotarpAka , avar puTankizamai veLiyitta aRikkai : .",StaM-s2,StaM-s2-w7,aRikkai,aRikkai,NNN-3SN--,0
tmt_schema.xml,,s2,,ta,S,"iTu TotarpAka , avar puTankizamai veLiyitta aRikkai : .",StaM-s2,StaM-s2-w8,:,:,Z:-------,0
tmt_schema.xml,,s2,,ta,S,"iTu TotarpAka , avar puTankizamai veLiyitta aRikkai : .",StaM-s2,StaM-s2-w9,.,.,Z#-------,0
tmt_schema.xml,,s2,,ta,S,"iTu TotarpAka , avar puTankizamai veLiyitta aRikkai : .",,,,,,
tmt_schema.xml,,s2,,ta,S,"iTu TotarpAka , avar puTankizamai veLiyitta aRikkai : .",,,,,,
tmt_schema.xml,,s2,,ta,S,"iTu TotarpAka , avar puTankizamai veLiyitta aRikkai : .",,,,,,
tmt_schema.xml,,s2,,ta,S,"iTu TotarpAka , avar puTankizamai veLiyitta aRikkai : .",,,,,,
tmt_schema.xml,,s2,,ta,S,"iTu TotarpAka , avar puTankizamai veLiyitta aRikkai : .",,,,,,
tmt_schema.xml,,s2,,ta,S,"iTu TotarpAka , avar puTankizamai veLiyitta aRikkai : .",,,,,,
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w1,wAtu,wAtu,NNN-3SN--,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w2,muzuvaTum,muzuvaTum,QQ-------,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w3,vimAnap,vimAnam,NO--3SN--,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w4,pOkkuvaraTTil,pOkkuvaraTTu,NNL-3SN--,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w5,ERpattu,ERpatu,Vt-T---AA,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w6,varum,varu,Jd-F----A,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w7,vaLarcciyaik,vaLarcci,NNA-3SN--,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w8,karuTTil,karuTTu,NNL-3SN--,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w9,koNtu,koL,Vt-T---AA,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w10,",",",",Z:-------,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w11,mukkiya,mukkiyam,JJ-------,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w12,wakarangkaLil,wakaram,NNL-3PN--,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w13,uLLa,uL,PP-------,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w14,vimAna,vimAnam,NO--3SN--,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w15,wilaiyangkaLai,wilaiyam,NNA-3PN--,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w16,virivupatuTTav,virivupatuTTu,Vu-T---AA,1
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w17,um,um,Tv-------,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w18,",",",",Z:-------,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w19,puTiTAka,puTiTu,AA-------,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w20,carvaTEca,carvaTEcam,JJ-------,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w21,vimAna,vimAnam,NO--3SN--,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w22,wilaiyangkaLai,wilaiyam,NNA-3PN--,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w23,amaikkav,amai,Vu-T---AA,1
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w24,um,um,Tv-------,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w25,maTTiya,maTTiya,JJ-------,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w26,aracu,aracu,NNN-3SN--,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w27,mutivu,mutivu,NNN-3SN--,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w28,ceyTaTu,cey,Vr-D3SNAA,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",StaM-s3,StaM-s3-w29,.,.,Z#-------,0
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",,,,,,
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",,,,,,
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",,,,,,
tmt_schema.xml,,s3,,ta,S,"wAtu muzuvaTum vimAnap pOkkuvaraTTil ERpattu varum vaLarcciyaik karuTTil koNtu , mukkiya wakarangkaLil uLLa vimAna wilaiyangkaLai virivupatuTTav um , puTiTAka carvaTEca vimAna wilaiyangkaLai amaikkav um maTTiya aracu mutivu ceyTaTu .",,,,,,
